,id,machine_id,material_cost,service_cost,total_cost,description,created_at,category,time_stopped
295,305,64,0.0,0.0,0.0,chuveiro emergência setor elaboração detergente: fazer coluna de fixação e posicionado melhor ,1606504193377,0.0,4.0
296,306,24,0.0,0.0,0.0,tanque da base: esta ao alcance do operador colocar proteção ,1606741455783,0.0,8.0
297,307,24,0.0,0.0,0.0,tanque do concentrado: fazer tampa de inox ,1606741622078,0.0,2.0
298,308,24,0.0,0.0,0.0,quadro elétrico ao lado do tanque lauril: mudar quadro e caixa secundaria de posição ,1606741855193,0.0,3.0
299,309,24,0.0,0.0,0.0,bomba do tanque lauril: fabricar conf desenho ,1606742170334,0.0,3.0
300,310,24,0.0,0.0,0.0,calha: fabricar grade de proteção ,1606742476060,0.0,4.0
301,311,24,0.0,0.0,0.0,quadro elétrico: colocar caixa de ligação nova ,1606742783469,0.0,4.0
302,312,2,0.0,0.0,0.0,caixa de ligação na mureta dos tanques: recolocar tampa ,1606743085539,0.0,4.0
303,313,65,0.0,0.0,0.0,envasadora de cera: trocar por novos ,1606746162495,0.0,7.0
304,314,14,0.0,0.0,0.0,máquina 7 dias número 50 mm: fabricar e instalar nova vareta ,1606821143347,0.0,2.0
305,315,43,0.0,0.0,0.0,prensa corte papelão: arrastar para posição ,1606830320347,0.0,4.0
306,316,20,0.0,0.0,0.0,rede ar comprimido: remendo com imenda pneumática 8 mm,1606831907989,0.0,3.0
307,317,2,0.0,0.0,0.0,boia de nível: troca de boia por outra nova outra marca ,1606832036780,0.0,4.0
308,318,24,0.0,0.0,0.0,"rede do cloro 1"": troca ",1606832117267,0.0,3.0
309,319,16,0.0,0.0,0.0,roteador de café: troca de registro ,1606842816017,0.0,3.0
310,320,2,0.0,0.0,0.0,mesa acumuladora: ajustado guias e passado silicone ,1606842887730,0.0,5.0
311,321,10,0.0,0.0,0.0,exaustores de telhado: serviço de telhado / pessoal de telhado .,1606843143983,0.0,3.0
312,322,20,0.0,0.0,0.0,bicos trancado vazando: lubrificado novamente pela centésima  vez ,1606904662614,0.0,1.0
313,323,3,0.0,0.0,0.0,boia elétrica de nivel: boia de na qualidade defeito de série da marca / troca de marca ,1606909415816,0.0,3.0
314,324,19,0.0,0.0,0.0,pente guia para nova embalagem: com 22 frascos / material tecnil /  8 bicos com novas mangueiras .,1606914657500,0.0,3.0
315,325,3,0.0,0.0,0.0,boia de nível: baixar nível ,1606917103012,0.0,6.0
316,326,3,0.0,0.0,0.0,guia estrela do tampador: subir e travar ,1606917180874,0.0,3.0
317,327,56,0.0,0.0,0.0,embaladora de sabão: trocado por novo ,1606938857918,0.0,2.0
318,328,3,0.0,0.0,0.0,bicos de envase: troca por novo ,1606996740807,0.0,1.0
319,329,17,0.0,0.0,0.0,embaladora café (almofada): colocado arrebite de inox ,1606996896849,0.0,4.0
320,330,3,0.0,0.0,0.0,calhas: 4 ° orçamento ,1606997152092,0.0,4.0
321,331,20,0.0,0.0,0.0,bicos: lubrificado ( todo dia ) fanta vedação ideal .,1606999369033,0.0,7.0
322,332,22,0.0,50.0,50.0,sopradora pet: desmontagem e montagem ( ajuda) ,1607004004784,0.0,3.0
323,333,5,0.0,0.0,0.0,rede e filtros: preventivo ,1607004681255,0.0,2.0
324,334,19,0.0,0.0,0.0,,1607024068929,0.0,9.0
325,335,19,0.0,0.0,0.0,tampador da furadeira: rebaixo no torno / polimento de borda ,1607024204905,0.0,10.0
326,336,31,0.0,0.0,0.0,bomba do rio: reposicionado / conferido amarras ,1607079905956,0.0,2.0
327,337,56,0.0,0.0,0.0,embaladora sabão: compra de moto redutor segundo orientação em orçamento anexo ,1612913535181,0.0,5.0
328,338,24,0.0,0.0,0.0,tubulação descarga cloro / conexões da rua .: união - registro - espigão de inox - abraçadeira reforçada ,1607102801759,0.0,3.0
329,339,16,0.0,0.0,0.0,moinho de martelo café: trocado todos os 60 martelos gastos ,1607367069737,0.0,2.0
330,340,3,0.0,0.0,0.0,bicos: desmontado e limpo ,1607367292145,0.0,3.0
331,341,20,0.0,0.0,0.0,biscos: vedação não ideal ( resseca com o produto ) ,1607367607413,0.0,6.0
332,342,24,0.0,0.0,0.0,rede lauril: colocado calha de PVC debaixo da rede ,1607367928602,0.0,3.0
333,343,24,0.0,0.0,0.0,rede cloro: troca por novo ,1607368021569,0.0,5.0
334,344,3,0.0,0.0,0.0,I.H.M instalação: entrada coma do invertida ,1607368095095,0.0,2.0
335,345,3,0.0,0.0,0.0,impressora: ajustado ,1607368207679,0.0,3.0
336,346,32,0.0,0.0,0.0,bomba para sabão: limpeza ,1607371048172,0.0,1.0
337,347,65,0.0,0.0,0.0,bomba cera líquida: troca de gaxeta / rotor e rolamento ,1607371131580,0.0,5.0
338,348,22,0.0,0.0,0.0,rosca extrusora: troca ,1607434864882,0.0,1.0
339,349,4,0.0,0.0,0.0,envase clorado: máquina ok / produto viscoso ,1607435050669,0.0,2.0
340,350,6,0.0,0.0,0.0,tampador: baixado pressionados ,1607435345159,0.0,4.0
341,351,6,0.0,0.0,0.0,sopro bico 17: troca ,1607435462939,0.0,4.0
342,352,2,0.0,0.0,0.0,aplicador de tampa: aplicador muito alto / baixado ,1607435752067,0.0,3.0
343,353,4,0.0,0.0,0.0,ar comprimido: troca ,1607445250806,0.0,7.0
344,354,65,0.0,0.0,0.0,bomba da envasadora: selo / retirado bomba e devolvido em garantia ,1607445317156,0.0,4.0
345,355,6,0.0,0.0,0.0,apalpador de tampas: completar desgaste e usinagem ,1607447281209,0.0,2.0
346,356,18,0.0,0.0,0.0,fechadura água 1 e 2 L: vento ,1607455234284,0.0,2.0
347,357,32,0.0,0.0,0.0,tanques acumuladores porão: limpeza ,1607455323408,0.0,6.0
348,358,5,380.0,425.0,805.0,alimentação elétrica: contator incompatível com motor 20 CV / conferido alimentação / sem danos por aquecimento / disjuntor nunca disparado / relé sem disparo térmico. ( trocado contator por de maior potência ) trocado caixa de ligação por maior . ,1607526084793,0.0,3.0
349,359,12,0.0,0.0,0.0,tampador: ajuste ,1607530982440,0.0,3.0
350,360,24,0.0,0.0,0.0,tanques cloro: troca ,1607532309365,0.0,6.0
351,361,24,0.0,0.0,0.0,rede descarga caminhão: colocar 2 abraçadeiras de ferro / rosca registro quebrando e espigão solto ,1607533135673,0.0,4.0
352,362,10,0.0,0.0,0.0,rede estoque desengordurante: troca de registro ,1607537434153,0.0,2.0
353,363,2,0.0,0.0,0.0,envasadora: ajustar volume ,1607537750695,0.0,2.0
354,364,12,0.0,0.0,0.0,tamoador: mudado torque para + ,1607542910232,0.0,5.0
355,365,5,0.0,0.0,0.0,compressor e rede: preventiva ,1607594982041,0.0,6.0
356,366,19,0.0,0.0,0.0,rede ar comprimido: troca de imenda e mangueira 8 mm ,1607595045550,0.0,2.0
357,367,34,0.0,0.0,0.0,caixa agitador: retirada ,1607595192806,0.0,3.0
358,368,3,0.0,0.0,0.0,mesa acumuladora: reposicionar ,1607604309343,0.0,2.0
359,369,3,0.0,0.0,0.0,tampador: espanando / tampas defeituosas / regulado ,1607604525354,0.0,2.0
360,370,24,0.0,0.0,0.0,rede água: corte e selo ,1607606489228,0.0,4.0
361,371,12,0.0,0.0,0.0,tamoador: ajustado ,1607610532152,0.0,4.0
362,372,65,0.0,0.0,0.0,cáixa cera base água vermelha: trocar joelho ,1612913429564,0.0,2.0
363,373,66,0.0,0.0,0.0,tomada elétrica: eletricista trocar tomada ,1607951792473,0.0,3.0
364,374,19,0.0,0.0,0.0,tampador: recolocar no lugar ,1607955037097,0.0,4.0
365,375,5,0.0,0.0,0.0,,1609792507308,0.0,1.0
366,376,2,0.0,0.0,0.0,rede ar comprimido: trocado imenda ,1609792599591,0.0,3.0
367,377,3,0.0,0.0,0.0,rede ar  comprimido: trocado imenda pneumática 8 mm,1609792674312,0.0,3.0
368,378,6,0.0,0.0,0.0,sapata de elevação / bico n°18: colocado arroela sob medida de 1.5 mm de altura ,1609792767380,0.0,1.0
369,379,32,0.0,0.0,0.0,bomba de transferência do reservatório 1 para reservatório 2: refazer ligação e isolamento ,1609846120708,0.0,3.0
370,380,6,0.0,0.0,0.0,bico n° 8: troca de vedação ,1609928725434,0.0,4.0
371,381,19,0.0,0.0,0.0,envasadora desinfetante: fazer 6 adaptadores de ponta de bicos para galão de 5 litros,1612913083527,0.0,4.0
372,382,49,0.0,0.0,0.0,rede lauril pós bomba: joelho quebrado / trocar ,1612263085706,0.0,4.0
373,383,3,0.0,0.0,0.0,escada plataforma móvel para limpeza e manutenção: fabricar em inox ou tecnil semelhante a estrutura da envasadora / comprar escada articulada,1613044767772,0.0,4.0
374,384,18,0.0,0.0,0.0,fechadura de caixa amaciante: fabricar articulação nova / fabricar bucha nova / fabricar rolinho tecnil novo colocar parafusos faltantes ,1613136963657,0.0,3.0
375,385,48,0.0,0.0,0.0,tanque de parafina da oficina: troca de controlador ,1613566700704,0.0,3.0
376,386,34,0.0,0.0,0.0,inversor do agitador desarmando: apertado contatos e conferido tensão ,1613566845685,0.0,4.0
377,387,32,0.0,0.0,0.0,bomba do porão para a primeira caixa: contatos queimada ,1613566943147,0.0,4.0
378,388,20,0.0,0.0,0.0,bicos de envase: troca de oring de ponta ,1613753625474,0.0,5.0
379,389,18,0.0,0.0,0.0,fechadura amaciante: ajuste e lubrificação ,1613753765294,0.0,4.0
380,390,19,0.0,0.0,0.0,tampador da linha de desinfetantes: troca de rolamentos ,1613753868152,0.0,4.0
381,391,32,0.0,0.0,0.0,bomba bag / retorno para sabão: destravada / colocar bomba de maior vazão ,1613991068941,0.0,4.0
382,392,60,0.0,0.0,0.0,suporte pistão de corte plástico quebrado: solda e retifica de canal de regulagem ,1613997047220,0.0,1.0
383,393,37,0.0,0.0,0.0,aranha formadora de esponja: refazer varão ,1613997414688,0.0,4.0
384,394,31,0.0,0.0,0.0,bomba de água limpa pra produção: agendar troca de selo ,1615817184953,0.0,1.0
385,395,2,0.0,0.0,0.0,rede ar comprimidos: troca de segmento de mangueira ,1614011802369,0.0,1.0
386,396,2,0.0,0.0,0.0,bomba de retorno: recolocado filtro no reservatório retorno ,1614013697975,0.0,3.0
387,397,32,0.0,0.0,0.0,tanques de coleta de água sanitária e sobras de elaboração / porão compressor: limpeza ,1614014202043,0.0,4.0
388,398,24,0.0,0.0,0.0,plataforma / escada / tanques elaboração amaciante: conf desenho e orçamento,1614015012413,0.0,3.0
389,399,5,0.0,0.0,0.0,compressor: purga do tanque / filtro / rede água sanitária / detergente ,1614075013782,0.0,4.0
390,400,31,0.0,0.0,0.0,bomba do rio: limpeza / folhas / plásticos ,1614075393508,0.0,4.0
391,401,3,0.0,0.0,0.0,painel elétrico envasadora água 1 litro: curto em comando solenóide antigo / desativado da antiga bomba pneumática ,1614080229214,0.0,3.0
392,402,3,0.0,0.0,0.0,bicos de envase: substituir ,1614087877968,0.0,2.0
393,403,3,0.0,0.0,0.0,bicos de envase: troca ,1615214480129,0.0,3.0
394,404,3,0.0,0.0,0.0,bicos de envase: troca de peça ,1614091242178,0.0,3.0
395,405,3,0.0,0.0,0.0,boia elétrica tanque do carrocel: ajuste de altura ,1614091321443,0.0,4.0
396,406,32,0.0,0.0,0.0,bomba bag retorno: trocar por uma bomba de maior dimensões ,1614091766121,0.0,3.0
397,407,6,0.0,0.0,0.0,"extintor de incêndio detergente 500 ml: prender com bucha metálica ""paraboit ""10mmx100mm ",1614339466336,0.0,3.0
398,408,6,0.0,0.0,0.0,tampador detergente 500 ml: baixado tampadores ,1614184719785,0.0,3.0
399,409,67,0.0,0.0,0.0,portão de ferro doca 01: trocar parte de baixo fazendo estrutura de remendo / trocar chapas de revestimento / reforçar ancoragem das dobradiças / encontrar forma de colocação do revestimento parte inferior ,1614196560247,0.0,1.0
400,410,31,0.0,0.0,0.0,bomba do rio: limpeza válvula ,1614247201383,0.0,2.0
401,411,5,0.0,0.0,0.0,porta acesso ao compressor: remendo e pintura ,1614251898588,0.0,2.0
402,412,13,0.0,0.01,0.01,(tampador ): a pedido do departamento técnico feito medições em sequência de tampas para identificar possível falhas de produto,1614255678795,0.0,2.0
403,413,13,0.0,0.02,0.02,(tampador): a pedido do departamento técnico feito medição em gargalos e pre-forma para identificar possível falhas de sopro do pet,1614258373571,0.0,4.0
404,414,4,0.0,0.0,0.0,bicos de envase: aberto os dois bicos e não foi encontrado nenhum entupimento ou anomalia ,1614271743958,0.0,3.0
405,415,3,0.0,0.0,0.0,boia elétrica: verificando / acompanhando / reposicionado boia elétrica ,1614272842276,0.0,3.0
406,416,68,0.0,0.0,0.0,porta de correr entrada água sanitária: troca de talas parte de baixo / rebites / solda ,1614282965937,0.0,2.0
407,417,34,0.0,0.0,0.0,"envasadora 5 litro / clorado: liberação do duto de ar demorado / "" muito viscoso "" ",1614343703678,0.0,4.0
408,418,3,0.0,0.0,0.0,esteira transportadora: esticar ,1614343015239,0.0,3.0
409,419,3,0.0,0.0,0.0,fechadura de caixa: troca de navalha,1614348751755,0.0,3.0
410,420,46,0.0,0.0,0.0,carrinho duas rodas cinza: corte e solda ,1614360572957,0.0,2.0
411,421,46,0.0,0.0,0.0,,1614361652672,0.0,8.0
412,422,70,0.0,0.0,0.0,"saída do tanque 2 "" T "" 60 mm rachado: 1 T de 60mm 
3 luvas 60 mm",1614364935727,0.0,5.0
413,423,4,0.0,0.0,0.0,rede ar comprimido: corte da parte avariada ,1614366692948,0.0,3.0
414,424,66,0.0,0.0,0.0,alvejante 5 litros: sem vedação apropriada / continua vazando . ,1614594110746,0.0,1.0
415,425,19,0.0,0.0,0.0,classificador de tampa: encarceramento acústico ,1614605164356,0.0,1.0
416,426,36,0.0,0.0,0.0,"portão: consertado e reinstalado corrente 
micro de fim de curso molhado / secado, selado e remontado ",1614606783528,0.0,4.0
417,427,18,0.0,0.0,0.0,fechadura / água sanitária: tomada oxidada / troca de pino macho ,1614608078493,0.0,3.0
418,428,4,0.0,0.0,0.0,bicos de envase: não temos vedação correta,1614608690944,0.0,8.0
419,429,2,0.0,0.0,0.0,bicos: colocado  reserva / fabricar bloquinho novo,1614610894477,0.0,6.0
420,430,18,0.0,0.0,0.0,,1614610972574,0.0,4.0
421,431,22,0.0,0.0,0.0,,1614619145261,0.0,4.0
422,432,19,0.0,0.0,0.0,tampador: arrastado de volta a posição ,1614620796299,0.0,5.0
423,433,19,0.0,0.0,0.0,classificador de tampas: reposicionado e ajustado ,1614621828045,0.0,3.0
424,434,72,0.0,0.0,0.0,esgoto / saída para tratamento de sobras: sifão garganta da saída rasgado ,1614687143639,0.0,3.0
425,435,24,0.0,0.0,0.0,tanque água sanitária número 2: troca de conexões ,1614687310785,0.0,3.0
426,436,29,0.0,0.0,0.0,siladeira: troca de chapa 18x36mm,1614687428116,0.0,6.0
427,437,73,0.0,0.0,0.0,quadro elétrico: desjuntor 32A com problemas / trocado /eletricista lembek ,1614691213468,0.0,4.0
428,438,18,0.0,0.0,0.0,fechadeira água 5 litros: trancamento na roleira ,1614694394282,0.0,2.0
429,439,24,0.0,0.0,0.0,tubulação da rede cloro: troca de vedação ou registro ,1614952734198,0.0,3.0
430,440,7,0.0,0.0,0.0,rede de pressão: cortar o velho e trocar,1614707968014,0.0,2.0
431,441,2,0.0,0.0,0.0,bico de envase: abrir e verificar / desentupido .,1614708114799,0.0,2.0
432,442,4,0.0,0.0,0.0,rede ar comprimido: troca de mangueira 10 mm + duas imensas pneumáticas ,1614711085260,0.0,1.0
433,443,12,0.0,0.0,0.0,rede amaciante: limpeza ou troca de peneira / troca ,1614711247343,0.0,1.0
434,444,24,0.0,0.0,0.0,tanque água sanitária número 2: fazer entrada de ar no acoplamento antes do registro para teste,1614712042581,0.0,8.0
435,445,24,0.0,0.0,0.0,tanque desinfetante.: colado por baixo com silicone para produzir dois produtos apenas / depois soldar com MIG / BBS solda TIG em todo o fundo ,1614715276461,0.0,2.0
436,446,22,0.0,0.0,0.0,suporte cavalete sensor: solda e acabamento ,1614768172898,0.0,8.0
437,447,2,0.0,0.0,0.0,painel elétrico máquina água 2 litros: botoeira de emergência acionada ,1614769153779,0.0,3.0
438,448,2,0.0,0.0,0.0,elevador de tampas: sensor em curto / troca ,1614771844969,0.0,5.0
439,449,44,0.0,0.0,0.0,trava portão fechado: fabricado e instalado ,1614775827106,0.0,1.0
440,450,74,0.0,0.0,0.0,portão elevação garagem: aprumado e prendido com cantoneiras junto ao piso ,1614867719201,0.0,7.0
441,451,36,0.0,0.0,0.0,portão de correr da guarita: fim de curso com infiltração / passando do ponto / troca de fim de curso / conserto de corrente e feito cobertura de proteção em todo o conjunto de tração ,1614867941026,0.0,2.0
442,452,36,0.0,0.0,0.0,placa do portão / placa sinalização: colocar soleira na parte superior da placa,1614868192415,0.0,4.0
443,453,23,0.0,0.0,0.0,picador de milho: solda/ remendo ,1614875657711,0.0,3.0
444,454,43,0.0,0.0,0.0,pedal de acionamento: ajuste mola e fim de curso pedal ,1614881332243,0.0,7.0
445,455,1,0.0,0.0,0.0,guia de entrada plástico novo vela número 1 teste industrial: refazer soldas e fazer polimento de arestas ,1614952999371,0.0,1.0
446,456,19,0.0,0.0,0.0,,1614958476411,0.0,2.0
447,457,34,0.0,0.0,0.0,bomba pneumática saída do tanque: fabricar manifold de PVC ou inox / material original da bomba não resiste aí ataque químico,1615200859531,0.0,5.0
448,458,32,0.0,0.0,0.0,bomba do porão não liga: não foi chamado o eletricista???? ,1615206028763,0.0,3.0
449,459,53,0.0,0.0,0.0,caminhão 1518 redondo: feito em oficina especializada ,1615206110926,0.0,3.0
